date,Unnamed: 0.1,Unnamed: 0,symbol,expiration,strike,last,type,volume,open_interest,implied_volatility,delta,gamma,theta,vega,rho,T,bs_price,adjusted_price,date
2025-03-21,32,32,IBM,2025-03-21,165.0,82.85,call,0,24,2.00942,0.98378,0.00076,-0.28846,0.01073,0.01759,0.005479,3.690526,3.692646,2025-03-21
2025-03-21,34,34,IBM,2025-03-21,170.0,91.52,call,0,4,1.98015,0.97848,0.00098,-0.35709,0.01364,0.01798,0.005479,2.5552,2.557067,2025-03-21
2025-03-21,36,36,IBM,2025-03-21,175.0,75.8,call,0,4,1.81674,0.97908,0.00105,-0.32258,0.01332,0.01855,0.005479,1.363469,1.364449,2025-03-21
2025-03-21,38,38,IBM,2025-03-21,180.0,69.11,call,0,12,1.61659,0.98206,0.00103,-0.25696,0.01169,0.01919,0.005479,0.5463746,0.5467221,2025-03-21
2025-03-21,40,40,IBM,2025-03-21,185.0,66.2,call,0,0,1.63793,0.97215,0.00147,-0.36781,0.01694,0.01944,0.005479,0.3437041,0.3440205,2025-03-21
2025-03-21,42,42,IBM,2025-03-21,190.0,63.75,call,0,29,1.42452,0.9771,0.00144,-0.27781,0.01438,0.02014,0.005479,0.07733426,0.07739543,2025-03-21
2025-03-21,43,43,IBM,2025-03-21,190.0,0.01,put,4,899,0.93094,-0.00139,0.00018,-0.014,0.00121,-4e-05,0.005479,39.98008,0.01,2025-03-21
2025-03-21,44,44,IBM,2025-03-21,195.0,56.5,call,1,19,1.32468,0.97439,0.0017,-0.28383,0.01579,0.02061,0.005479,0.01929804,0.01931492,2025-03-21
2025-03-21,45,45,IBM,2025-03-21,195.0,0.01,put,1,549,0.85289,-0.00151,0.00022,-0.01384,0.0013,-4e-05,0.005479,44.97867,0.01,2025-03-21
2025-03-21,46,46,IBM,2025-03-21,200.0,64.6,call,0,68,1.23063,0.97075,0.00204,-0.29424,0.01765,0.02105,0.005479,0.003424312,64.6,2025-03-21
2025-03-21,47,47,IBM,2025-03-21,200.0,0.01,put,32,1503,0.77637,-0.00166,0.00026,-0.01367,0.00141,-5e-05,0.005479,49.97808,0.01,2025-03-21
2025-03-21,48,48,IBM,2025-03-21,205.0,47.65,call,0,0,1.01371,0.97927,0.00186,-0.19115,0.01322,0.02186,0.005479,4.539375e-05,4.542798e-05,2025-03-21
2025-03-21,49,49,IBM,2025-03-21,205.0,0.02,put,2,292,0.70122,-0.00182,0.00031,-0.01346,0.00154,-5e-05,0.005479,54.97754,0.02,2025-03-21
2025-03-21,50,50,IBM,2025-03-21,210.0,43.26,call,3,53,0.95685,0.97215,0.00252,-0.22665,0.01694,0.0222,0.005479,2.505772e-06,43.26,2025-03-21
2025-03-21,52,52,IBM,2025-03-21,215.0,35.73,call,0,2,0.76859,0.98065,0.00231,-0.14466,0.01247,0.023,0.005479,1.943696e-10,1.945132e-10,2025-03-21
2025-03-21,53,53,IBM,2025-03-21,215.0,0.04,put,3,1570,0.6221,-0.00559,0.00097,-0.03271,0.00423,-0.00016,0.005479,64.97644,0.04,2025-03-21
2025-03-21,54,54,IBM,2025-03-21,220.0,34.0,call,13,5200,0.80426,0.95603,0.00437,-0.27243,0.02464,0.02284,0.005479,1.016948e-10,34.0,2025-03-21
2025-03-21,55,55,IBM,2025-03-21,220.0,0.05,put,36,2614,0.48308,-0.00259,0.00063,-0.01272,0.00212,-7e-05,0.005479,69.97589,0.05,2025-03-21
2025-03-21,56,56,IBM,2025-03-21,225.0,28.51,call,2,1598,0.60884,0.96979,0.00424,-0.16369,0.01812,0.02379,0.005479,1.0690269999999999e-19,28.51,2025-03-21
2025-03-21,57,57,IBM,2025-03-21,225.0,0.06,put,77,2515,0.50823,-0.01262,0.00242,-0.0545,0.00864,-0.00036,0.005479,74.97534,0.06,2025-03-21
2025-03-21,59,59,IBM,2025-03-21,227.5,0.11,put,1,36,0.46647,-0.01365,0.00283,-0.05349,0.00924,-0.00038,0.005479,77.47507,77.52183,2025-03-21
2025-03-21,60,60,IBM,2025-03-21,230.0,23.47,call,14,2049,0.29147,1.0,0.0,-0.02727,0.0,0.02519,0.005479,2.638876e-88,23.47,2025-03-21
2025-03-21,61,61,IBM,2025-03-21,230.0,0.09,put,383,2256,0.44299,-0.01849,0.00386,-0.06584,0.01199,-0.00052,0.005479,79.9748,0.09,2025-03-21
2025-03-21,62,62,IBM,2025-03-21,232.5,18.95,call,0,6,0.54573,0.93497,0.00878,-0.25471,0.03359,0.02362,0.005479,7.121401e-28,7.1364880000000005e-28,2025-03-21
2025-03-21,63,63,IBM,2025-03-21,232.5,0.11,put,10,906,0.30687,-0.00394,0.00144,-0.01174,0.00309,-0.00011,0.005479,82.47452,0.11,2025-03-21
2025-03-21,64,64,IBM,2025-03-21,235.0,18.45,call,12,1003,0.41418,0.95837,0.00812,-0.14864,0.02357,0.02457,0.005479,3.049685e-49,18.45,2025-03-21
2025-03-21,65,65,IBM,2025-03-21,235.0,0.15,put,332,1697,0.39193,-0.03377,0.00723,-0.09632,0.01987,-0.00095,0.005479,84.97425,0.15,2025-03-21
2025-03-21,66,66,IBM,2025-03-21,237.5,11.85,call,0,11,0.1963,1.0,0.0,-0.02816,0.0,0.02602,0.005479,9.268682e-221,9.268682e-221,2025-03-21
2025-03-21,67,67,IBM,2025-03-21,237.5,0.18,put,56,359,0.36998,-0.04837,0.01025,-0.12153,0.0266,-0.00136,0.005479,87.47397,0.18,2025-03-21
2025-03-21,68,68,IBM,2025-03-21,240.0,14.4,call,27,2781,0.27806,0.96704,0.00999,-0.09515,0.01948,0.02536,0.005479,1.998868e-116,14.4,2025-03-21
2025-03-21,69,69,IBM,2025-03-21,240.0,0.34,put,248,2231,0.35367,-0.07312,0.01482,-0.16031,0.03677,-0.00206,0.005479,89.9737,0.34,2025-03-21
2025-03-21,70,70,IBM,2025-03-21,242.5,12.09,call,6,44,0.23202,0.9618,0.01351,-0.09135,0.02198,0.02549,0.005479,2.69668e-173,2.701465e-173,2025-03-21
2025-03-21,71,71,IBM,2025-03-21,242.5,0.45,put,34,582,0.33934,-0.11104,0.02107,-0.20926,0.05013,-0.00313,0.005479,92.47343,0.45,2025-03-21
2025-03-21,72,72,IBM,2025-03-21,245.0,9.3,call,169,350,0.27851,0.87051,0.0286,-0.21961,0.05587,0.02319,0.005479,3.298973e-126,9.3,2025-03-21
2025-03-21,73,73,IBM,2025-03-21,245.0,0.73,put,311,1389,0.3401,-0.17611,0.02874,-0.28599,0.06854,-0.00498,0.005479,94.97315,0.73,2025-03-21
2025-03-21,74,74,IBM,2025-03-21,247.5,7.7,call,67,143,0.27226,0.78753,0.04025,-0.2844,0.07685,0.02112,0.005479,2.427165e-137,7.7,2025-03-21
2025-03-21,75,75,IBM,2025-03-21,247.5,1.29,put,337,575,0.3311,-0.25408,0.03655,-0.3435,0.08488,-0.00719,0.005479,97.47288,1.29,2025-03-21
2025-03-21,76,76,IBM,2025-03-21,250.0,5.24,call,151,6839,0.31922,0.64963,0.04383,-0.41043,0.09813,0.01745,0.005479,1.419765e-104,5.24,2025-03-21
2025-03-21,77,77,IBM,2025-03-21,250.0,1.99,put,169,2084,0.318,-0.34987,0.04398,-0.37911,0.09808,-0.00992,0.005479,99.9726,1.99,2025-03-21
2025-03-21,78,78,IBM,2025-03-21,252.5,3.71,call,603,656,0.31434,0.53482,0.04774,-0.42915,0.10525,0.01443,0.005479,6.725935000000001e-112,3.71,2025-03-21
2025-03-21,79,79,IBM,2025-03-21,252.5,3.02,put,126,441,0.31525,-0.46524,0.0476,-0.40042,0.10525,-0.01323,0.005479,102.4723,3.02,2025-03-21
2025-03-21,80,80,IBM,2025-03-21,255.0,2.52,call,849,1650,0.30702,0.41377,0.04792,-0.40808,0.10317,0.01121,0.005479,1.522793e-121,2.52,2025-03-21
2025-03-21,81,81,IBM,2025-03-21,255.0,4.4,put,69,2193,0.31678,-0.58322,0.04652,-0.39118,0.10334,-0.01665,0.005479,104.9721,4.4,2025-03-21
2025-03-21,82,82,IBM,2025-03-21,257.5,1.6,call,164,255,0.31251,0.30444,0.04229,-0.37101,0.09269,0.00827,0.005479,1.185262e-121,1.6,2025-03-21
2025-03-21,83,83,IBM,2025-03-21,257.5,6.15,put,10,85,0.36357,-0.66816,0.0377,-0.41601,0.09612,-0.01923,0.005479,107.4718,6.15,2025-03-21
2025-03-21,84,84,IBM,2025-03-21,260.0,1.02,call,533,3423,0.3154,0.21206,0.0347,-0.30888,0.07676,0.00577,0.005479,1.088729e-123,1.02,2025-03-21
2025-03-21,85,85,IBM,2025-03-21,260.0,7.55,put,15,1818,0.36571,-0.75315,0.03259,-0.35852,0.08359,-0.02179,0.005479,109.9715,7.55,2025-03-21
2025-03-21,86,86,IBM,2025-03-21,262.5,0.62,call,437,256,0.32089,0.14233,0.02649,-0.24329,0.05961,0.00388,0.005479,1.116323e-123,0.62,2025-03-21
2025-03-21,87,87,IBM,2025-03-21,262.5,9.25,put,1,199,0.37973,-0.81553,0.0265,-0.30923,0.07056,-0.02375,0.005479,112.4712,9.25,2025-03-21
2025-03-21,88,88,IBM,2025-03-21,265.0,0.37,call,330,1879,0.33202,0.09584,0.01935,-0.1898,0.04505,0.00261,0.005479,1.500783e-119,0.37,2025-03-21
2025-03-21,89,89,IBM,2025-03-21,265.0,12.49,put,1,1885,0.40824,-0.8542,0.02116,-0.282,0.06058,-0.02507,0.005479,114.971,12.49,2025-03-21
2025-03-21,90,90,IBM,2025-03-21,267.5,0.25,call,186,132,0.3404,0.06226,0.0136,-0.14,0.03247,0.0017,0.005479,1.484896e-117,0.25,2025-03-21
2025-03-21,91,91,IBM,2025-03-21,267.5,13.5,put,1,9,0.30793,-0.95559,0.0115,-0.0652,0.02484,-0.02809,0.005479,117.4707,117.6841,2025-03-21
2025-03-21,92,92,IBM,2025-03-21,270.0,0.14,call,365,1594,0.3587,0.04422,0.00984,-0.11229,0.02475,0.00121,0.005479,1.831592e-109,0.14,2025-03-21
2025-03-21,93,93,IBM,2025-03-21,270.0,16.97,put,1,764,0.46571,-0.90359,0.01385,-0.23422,0.04525,-0.02696,0.005479,119.9704,16.97,2025-03-21
2025-03-21,94,94,IBM,2025-03-21,272.5,0.1,call,2,55,0.26891,0.00452,0.00185,-0.01189,0.0035,0.00012,0.005479,9.941758e-199,0.1,2025-03-21
2025-03-21,96,96,IBM,2025-03-21,275.0,0.07,call,310,1144,0.37973,0.01929,0.00467,-0.05958,0.01243,0.00053,0.005479,5.628191e-104,0.07,2025-03-21
2025-03-21,98,98,IBM,2025-03-21,277.5,0.01,call,1,29,0.32714,0.00378,0.0013,-0.0123,0.00298,0.0001,0.005479,2.47086e-143,2.471389e-143,2025-03-21
2025-03-21,100,100,IBM,2025-03-21,280.0,0.03,call,307,8648,0.49878,0.02813,0.00488,-0.10732,0.01708,0.00076,0.005479,9.665487e-65,0.03,2025-03-21
2025-03-21,102,102,IBM,2025-03-21,282.5,0.27,call,0,131,0.38339,0.00327,0.00097,-0.01266,0.00262,9e-05,0.005479,4.5822579999999996e-111,0.27,2025-03-21
2025-03-21,104,104,IBM,2025-03-21,285.0,0.02,call,12,548,0.55671,0.0223,0.0036,-0.0985,0.01406,0.00061,0.005479,3.026587e-55,0.02,2025-03-21
2025-03-21,106,106,IBM,2025-03-21,287.5,0.43,call,0,2,0.43781,0.0029,0.00077,-0.01296,0.00235,8e-05,0.005479,2.187922e-90,2.188263e-90,2025-03-21
2025-03-21,108,108,IBM,2025-03-21,290.0,0.03,call,1,1537,0.56707,0.0118,0.00205,-0.05813,0.00815,0.00032,0.005479,4.0176179999999997e-56,0.03,2025-03-21
2025-03-21,110,110,IBM,2025-03-21,295.0,0.02,call,1,134,0.51647,0.0025,0.00057,-0.01334,0.00205,7e-05,0.005479,1.169817e-70,0.02,2025-03-21
2025-03-21,112,112,IBM,2025-03-21,300.0,0.01,call,65,4091,0.56707,0.00229,0.00048,-0.01355,0.0019,6e-05,0.005479,8.297396e-62,0.01,2025-03-21
2025-03-21,114,114,IBM,2025-03-21,305.0,0.02,call,2,42,0.61646,0.00213,0.00041,-0.01374,0.00178,6e-05,0.005479,4.980673e-55,4.981219e-55,2025-03-21
2025-03-21,116,116,IBM,2025-03-21,310.0,0.29,call,0,55,0.66463,0.00199,0.00036,-0.01392,0.00167,5e-05,0.005479,1.045849e-49,0.29,2025-03-21
2025-03-21,118,118,IBM,2025-03-21,315.0,0.06,call,0,4,0.71158,0.00186,0.00032,-0.01406,0.00157,5e-05,0.005479,1.92998e-45,1.930162e-45,2025-03-21
2025-03-21,120,120,IBM,2025-03-21,320.0,0.03,call,0,574,0.75762,0.00176,0.00028,-0.01422,0.0015,5e-05,0.005479,6.26841e-42,0.03,2025-03-21
2025-03-21,122,122,IBM,2025-03-21,325.0,0.1,call,0,28,0.80259,0.00167,0.00025,-0.01435,0.00143,5e-05,0.005479,5.1704340000000005e-39,5.1708680000000007e-39,2025-03-21
2025-03-28,150,150,IBM,2025-03-28,195.0,52.05,call,0,1,0.84237,0.96869,0.00191,-0.14065,0.03096,0.05616,0.024658,0.2023606,0.2026932,2025-03-28
2025-03-28,152,152,IBM,2025-03-28,200.0,60.0,call,0,0,0.57698,0.992,0.00087,-0.0487,0.00963,0.05956,0.024658,0.003246544,0.003248248,2025-03-28
2025-03-28,158,158,IBM,2025-03-28,215.0,31.5,call,0,6,0.56555,0.95718,0.00367,-0.12694,0.03999,0.06131,0.024658,9.181945e-05,9.201989e-05,2025-03-28
2025-03-28,160,160,IBM,2025-03-28,220.0,44.66,call,0,12,0.30092,0.99678,0.00074,-0.03183,0.00429,0.06597,0.024658,2.95395e-16,2.954693e-16,2025-03-28
2025-03-28,161,161,IBM,2025-03-28,220.0,0.23,put,1,60,0.39589,-0.01852,0.00261,-0.03528,0.01992,-0.00145,0.024658,69.89153,0.23,2025-03-28
2025-03-28,162,162,IBM,2025-03-28,225.0,28.79,call,50,54,0.43217,0.94702,0.00569,-0.11817,0.04742,0.06355,0.024658,2.389266e-09,28.79,2025-03-28
2025-03-28,163,163,IBM,2025-03-28,225.0,0.21,put,15,123,0.39254,-0.03814,0.00481,-0.06378,0.03641,-0.00299,0.024658,74.88907,0.21,2025-03-28
2025-03-28,165,165,IBM,2025-03-28,227.5,0.31,put,5,2,0.33934,-0.03194,0.00481,-0.04756,0.03147,-0.00249,0.024658,77.38784,77.52822,2025-03-28
2025-03-28,166,166,IBM,2025-03-28,230.0,23.99,call,50,51,0.39238,0.92656,0.00808,-0.13408,0.06117,0.06345,0.024658,3.355226e-12,23.99,2025-03-28
2025-03-28,167,167,IBM,2025-03-28,230.0,0.36,put,10,134,0.35001,-0.05278,0.007,-0.0736,0.04728,-0.00413,0.024658,79.8866,0.36,2025-03-28
2025-03-28,169,169,IBM,2025-03-28,232.5,0.47,put,7,4,0.33873,-0.06856,0.00888,-0.08724,0.05803,-0.00537,0.024658,82.38537,82.66099,2025-03-28
2025-03-28,170,170,IBM,2025-03-28,235.0,15.05,call,0,6,0.26525,0.95069,0.00876,-0.08034,0.0448,0.0669,0.024658,1.761097e-27,1.7658130000000002e-27,2025-03-28
2025-03-28,171,171,IBM,2025-03-28,235.0,0.6,put,19,1974,0.32821,-0.08937,0.01121,-0.10308,0.07094,-0.007,0.024658,84.88414,0.6,2025-03-28
2025-03-28,172,172,IBM,2025-03-28,237.5,12.55,call,0,6,0.26297,0.92417,0.01236,-0.10074,0.06269,0.06558,0.024658,3.596509e-29,3.6100050000000004e-29,2025-03-28
2025-03-28,173,173,IBM,2025-03-28,237.5,0.73,put,5,24,0.31784,-0.11607,0.014,-0.12038,0.0858,-0.00909,0.024658,87.38291,87.81895,2025-03-28
2025-03-28,174,174,IBM,2025-03-28,240.0,14.55,call,8,18,0.27577,0.87505,0.01699,-0.13788,0.09038,0.06248,0.024658,8.077456e-28,8.120820000000001e-28,2025-03-28
2025-03-28,175,175,IBM,2025-03-28,240.0,1.11,put,68,344,0.31098,-0.15243,0.01726,-0.14159,0.10349,-0.01196,0.024658,89.88167,1.11,2025-03-28
2025-03-28,176,176,IBM,2025-03-28,242.5,8.9,call,0,19,0.26922,0.83039,0.02137,-0.1593,0.11097,0.05973,0.024658,2.555916e-30,2.5728279999999998e-30,2025-03-28
2025-03-28,177,177,IBM,2025-03-28,242.5,1.4,put,38,20,0.30489,-0.19774,0.02077,-0.16311,0.12211,-0.01553,0.024658,92.38044,93.04041,2025-03-28
2025-03-28,178,178,IBM,2025-03-28,245.0,11.05,call,12,44,0.28659,0.75633,0.0249,-0.20081,0.13765,0.0546,0.024658,4.945041e-28,4.985232e-28,2025-03-28
2025-03-28,179,179,IBM,2025-03-28,245.0,1.85,put,40,100,0.29589,-0.25006,0.02446,-0.17998,0.13957,-0.01966,0.024658,94.87921,1.85,2025-03-28
2025-03-28,180,180,IBM,2025-03-28,247.5,9.0,call,9,8,0.28217,0.69054,0.02845,-0.2183,0.15481,0.05014,0.024658,5.4152179999999995e-30,5.4648369999999995e-30,2025-03-28
2025-03-28,181,181,IBM,2025-03-28,247.5,2.4,put,25,14,0.28949,-0.31346,0.02788,-0.19513,0.15568,-0.02469,0.024658,97.37798,98.27171,2025-03-28
2025-03-28,182,182,IBM,2025-03-28,250.0,6.83,call,60,137,0.27897,0.61601,0.03118,-0.23039,0.16774,0.04495,0.024658,8.244445e-32,6.83,2025-03-28
2025-03-28,183,183,IBM,2025-03-28,250.0,3.1,put,28,246,0.28766,-0.38683,0.0303,-0.20777,0.1681,-0.03055,0.024658,99.87674,3.1,2025-03-28
2025-03-28,184,184,IBM,2025-03-28,252.5,5.93,call,31,26,0.27958,0.53565,0.03236,-0.2372,0.1745,0.03924,0.024658,7.547108e-33,7.625168000000001e-33,2025-03-28
2025-03-28,185,185,IBM,2025-03-28,252.5,4.36,put,3,12,0.27775,-0.46425,0.03257,-0.20584,0.17449,-0.03674,0.024658,102.3755,103.4354,2025-03-28
2025-03-28,186,186,IBM,2025-03-28,255.0,4.06,call,70,94,0.26739,0.4519,0.03373,-0.22448,0.17392,0.03328,0.024658,4.872668e-37,4.06,2025-03-28
2025-03-28,187,187,IBM,2025-03-28,255.0,5.5,put,1,47,0.28873,-0.54315,0.03128,-0.21158,0.17417,-0.04321,0.024658,104.8743,105.9516,2025-03-28
2025-03-28,188,188,IBM,2025-03-28,257.5,3.03,call,116,21,0.2651,0.36908,0.03241,-0.21038,0.16568,0.02727,0.024658,5.6813920000000006e-39,5.7376640000000004e-39,2025-03-28
2025-03-28,189,189,IBM,2025-03-28,257.5,6.9,put,1,17,0.28766,-0.61956,0.03015,-0.19924,0.16727,-0.04948,0.024658,107.373,108.4329,2025-03-28
2025-03-28,190,190,IBM,2025-03-28,260.0,2.15,call,125,139,0.26602,0.29384,0.02948,-0.19145,0.15125,0.02177,0.024658,4.877002e-40,2.15,2025-03-28
2025-03-28,191,191,IBM,2025-03-28,260.0,8.3,put,3,66,0.29711,-0.68451,0.02724,-0.18918,0.15611,-0.05498,0.024658,109.8718,8.3,2025-03-28
2025-03-28,192,192,IBM,2025-03-28,262.5,1.66,call,27,20,0.25916,0.22051,0.02605,-0.15983,0.1302,0.01639,0.024658,1.71669e-43,1.730102e-43,2025-03-28
2025-03-28,194,194,IBM,2025-03-28,265.0,1.0,call,52,130,0.26434,0.16827,0.02166,-0.13758,0.1104,0.01252,0.024658,3.100591e-43,1.0,2025-03-28
2025-03-28,195,195,IBM,2025-03-28,265.0,12.2,put,3,53,0.28415,-0.81345,0.0215,-0.12625,0.11783,-0.06591,0.024658,114.8693,12.2,2025-03-28
2025-03-28,196,196,IBM,2025-03-28,267.5,0.81,call,24,3,0.25565,0.11375,0.01716,-0.10163,0.08458,0.00849,0.024658,1.473847e-47,1.481344e-47,2025-03-28
2025-03-28,198,198,IBM,2025-03-28,270.0,0.49,call,39,122,0.26464,0.08585,0.01349,-0.08534,0.06885,0.00641,0.024658,6.994224e-46,0.49,2025-03-28
2025-03-28,199,199,IBM,2025-03-28,270.0,17.1,put,1,28,0.32211,-0.86732,0.01517,-0.10983,0.09422,-0.07143,0.024658,119.8669,120.5225,2025-03-28
2025-03-28,200,200,IBM,2025-03-28,272.5,0.25,call,0,15,0.25733,0.05335,0.00961,-0.05735,0.04769,0.00399,0.024658,7.032442999999999e-50,7.052590999999999e-50,2025-03-28
2025-03-28,201,201,IBM,2025-03-28,272.5,18.87,put,30,3,0.28568,-0.92625,0.01114,-0.04957,0.06137,-0.07652,0.024658,122.3656,122.8093,2025-03-28
2025-03-28,202,202,IBM,2025-03-28,275.0,0.23,call,11,147,0.27044,0.04206,0.00756,-0.04969,0.03941,0.00315,0.024658,1.135129e-46,0.23,2025-03-28
2025-03-28,203,203,IBM,2025-03-28,275.0,21.82,put,30,0,0.36418,-0.89769,0.01116,-0.10012,0.07837,-0.0752,0.024658,124.8644,125.4234,2025-03-28
2025-03-28,204,204,IBM,2025-03-28,277.5,0.12,call,0,45,0.27653,0.03028,0.00565,-0.03874,0.03011,0.00227,0.024658,5.310364e-46,5.319859e-46,2025-03-28
2025-03-28,206,206,IBM,2025-03-28,280.0,0.03,call,2,72,0.32577,0.0406,0.0061,-0.05791,0.03831,0.00303,0.024658,1.460382e-34,0.03,2025-03-28
2025-03-28,208,208,IBM,2025-03-28,285.0,0.05,call,1,90,0.34559,0.02647,0.00404,-0.04307,0.02692,0.00197,0.024658,1.463485e-32,0.05,2025-03-28
2025-03-28,210,210,IBM,2025-03-28,290.0,0.13,call,18,148,0.27851,0.00277,0.0007,-0.00481,0.00373,0.00021,0.024658,8.53075e-52,0.13,2025-03-28
2025-03-28,212,212,IBM,2025-03-28,295.0,0.37,call,0,1,0.30992,0.00251,0.00057,-0.00489,0.00342,0.00019,0.024658,2.7504899999999996e-44,2.751039e-44,2025-03-28
2025-03-28,214,214,IBM,2025-03-28,300.0,0.1,call,0,15,0.3404,0.0023,0.00048,-0.00496,0.00316,0.00017,0.024658,9.099502e-39,9.101159000000001e-39,2025-03-28
2025-04-04,256,256,IBM,2025-04-04,200.0,53.35,call,20,0,0.57485,0.97264,0.00195,-0.07935,0.03541,0.09483,0.043836,0.05957447,0.05968576,2025-04-04
2025-04-04,257,257,IBM,2025-04-04,200.0,0.06,put,3,2,0.3683,-0.00164,0.00026,-0.003,0.00298,-0.00021,0.043836,49.82505,49.83313,2025-04-04
2025-04-04,260,260,IBM,2025-04-04,210.0,43.0,call,0,3,0.5061,0.95833,0.00313,-0.0939,0.05005,0.09789,0.043836,0.003927089,0.003937531,2025-04-04
2025-04-04,262,262,IBM,2025-04-04,215.0,50.68,call,0,1,0.46281,0.95099,0.0039,-0.09722,0.05702,0.09942,0.043836,0.0004388905,0.0004402274,2025-04-04
2025-04-04,265,265,IBM,2025-04-04,220.0,0.33,put,7,118,0.34056,-0.0279,0.00335,-0.03319,0.03599,-0.00358,0.043836,69.80721,0.33,2025-04-04
2025-04-04,266,266,IBM,2025-04-04,225.0,38.45,call,0,4,0.40016,0.91728,0.00678,-0.11925,0.08565,0.09997,0.043836,2.02668e-06,2.036046e-06,2025-04-04
2025-04-04,267,267,IBM,2025-04-04,225.0,0.48,put,2,135,0.37287,-0.06914,0.00635,-0.07523,0.07471,-0.00895,0.043836,74.80283,0.48,2025-04-04
2025-04-04,271,271,IBM,2025-04-04,230.0,0.8,put,5,133,0.33918,-0.09179,0.00865,-0.08436,0.09257,-0.01187,0.043836,79.79844,0.8,2025-04-04
2025-04-04,273,273,IBM,2025-04-04,232.5,0.89,put,2,0,0.33034,-0.11199,0.01026,-0.0947,0.107,-0.01448,0.043836,82.29625,82.77876,2025-04-04
2025-04-04,274,274,IBM,2025-04-04,235.0,15.39,call,0,3,0.27836,0.89571,0.01157,-0.10319,0.10165,0.10224,0.043836,1.027168e-14,1.032983e-14,2025-04-04
2025-04-04,275,275,IBM,2025-04-04,235.0,1.18,put,4,56,0.32028,-0.13532,0.01209,-0.10448,0.12217,-0.01751,0.043836,84.79406,1.18,2025-04-04
2025-04-04,277,277,IBM,2025-04-04,237.5,1.74,put,4,0,0.30351,-0.15827,0.01417,-0.1095,0.13571,-0.02046,0.043836,87.29187,87.94604,2025-04-04
2025-04-04,278,278,IBM,2025-04-04,240.0,24.75,call,0,3,0.27013,0.82715,0.01685,-0.13086,0.14368,0.09583,0.043836,6.841076000000001e-17,6.895985e-17,2025-04-04
2025-04-04,279,279,IBM,2025-04-04,240.0,2.0,put,6,49,0.2965,-0.1936,0.01648,-0.12098,0.15421,-0.02506,0.043836,89.78968,90.55599,2025-04-04
2025-04-04,280,280,IBM,2025-04-04,242.5,14.41,call,1,0,0.26312,0.78499,0.01977,-0.14201,0.16415,0.09159,0.043836,1.886595e-18,1.903945e-18,2025-04-04
2025-04-04,281,281,IBM,2025-04-04,242.5,2.66,put,5,0,0.29071,-0.23573,0.01885,-0.13229,0.17293,-0.03056,0.043836,92.28749,93.17244,2025-04-04
2025-04-04,282,282,IBM,2025-04-04,245.0,7.5,call,0,21,0.27882,0.71987,0.0215,-0.16676,0.18915,0.08423,0.043836,3.1682360000000004e-17,3.201605e-17,2025-04-04
2025-04-04,283,283,IBM,2025-04-04,245.0,2.84,put,9,43,0.2837,-0.28314,0.02124,-0.14099,0.19013,-0.03675,0.043836,94.7853,95.78704,2025-04-04
2025-04-04,285,285,IBM,2025-04-04,247.5,3.6,put,94,0,0.29803,-0.34618,0.02203,-0.1607,0.20724,-0.04517,0.043836,97.28311,98.39831,2025-04-04
2025-04-04,286,286,IBM,2025-04-04,250.0,8.24,call,14,96,0.26205,0.60593,0.02614,-0.17462,0.21617,0.07177,0.043836,8.256453e-21,8.24,2025-04-04
2025-04-04,287,287,IBM,2025-04-04,250.0,5.25,put,5,111,0.27928,-0.39903,0.02461,-0.15574,0.2169,-0.05206,0.043836,99.78092,5.25,2025-04-04
2025-04-04,288,288,IBM,2025-04-04,252.5,6.77,call,21,0,0.25397,0.53944,0.02782,-0.17279,0.22302,0.06424,0.043836,7.296361e-23,7.387872e-23,2025-04-04
2025-04-04,289,289,IBM,2025-04-04,252.5,5.9,put,10,0,0.25809,-0.46082,0.02738,-0.14544,0.22303,-0.06009,0.043836,102.2787,103.5593,2025-04-04
2025-04-04,290,290,IBM,2025-04-04,255.0,5.3,call,7,82,0.25961,0.47099,0.02728,-0.17472,0.22352,0.05623,0.043836,1.022211e-22,5.3,2025-04-04
2025-04-04,291,291,IBM,2025-04-04,255.0,6.5,put,3,41,0.28156,-0.52488,0.02517,-0.15835,0.22368,-0.06898,0.043836,104.7765,106.0802,2025-04-04
2025-04-04,292,292,IBM,2025-04-04,257.5,4.55,call,4,0,0.25016,0.40003,0.02749,-0.16236,0.21704,0.04799,0.043836,3.429896e-25,3.471832e-25,2025-04-04
2025-04-04,294,294,IBM,2025-04-04,260.0,3.35,call,38,77,0.25519,0.33809,0.0255,-0.15537,0.20539,0.04064,0.043836,4.436509e-25,3.35,2025-04-04
2025-04-04,296,296,IBM,2025-04-04,262.5,2.61,call,5,0,0.25672,0.28004,0.02334,-0.14298,0.18912,0.03374,0.043836,1.311903e-25,1.32584e-25,2025-04-04
2025-04-04,298,298,IBM,2025-04-04,265.0,2.14,call,13,114,0.25352,0.22388,0.021,-0.12482,0.16801,0.02705,0.043836,4.679971e-27,2.14,2025-04-04
2025-04-04,299,299,IBM,2025-04-04,265.0,13.7,put,3,14,0.29208,-0.74245,0.01967,-0.12319,0.18133,-0.09949,0.043836,114.7678,115.9212,2025-04-04
2025-04-04,300,300,IBM,2025-04-04,267.5,1.77,call,2,0,0.26098,0.18465,0.01818,-0.11395,0.14977,0.02233,0.043836,2.0670529999999998e-26,2.084411e-26,2025-04-04
